"id" "meta" "author" "typestudy" "doi" "year" "journal" "h" "IF" "h5" "typepaper" "typecat" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc.1" "mt.1" "sdc.1" "sdt.1" "mc.2" "mt.2" "sdc.2" "sdt.2" "mc.3" "mt.3" "sdc.3" "sdt.3" "mc.4" "mt.4" "sdc.4" "sdt.4" "mc.5" "mt.5" "sdc.5" "sdt.5" "mc.6" "mt.6" "sdc.6" "sdt.6" "mc.7" "mt.7" "sdc.7" "sdt.7" "mc.8" "mt.8" "sdc.8" "sdt.8" "mc.9" "mt.9" "sdc.9" "sdt.9" "mc.10" "mt.10" "sdc.10" "sdt.10" "mc.11" "mt.11" "sdc.11" "sdt.11" "mc.12" "mt.12" "sdc.12" "sdt.12" "mc.13" "mt.13" "sdc.13" "sdt.13" "mc.14" "mt.14" "sdc.14" "sdt.14" "teststat.1" "teststat.2" "teststat.3" "teststat.4" "teststat.5" "cor.1" "cor.2" "cor.3" "cor.4" "cor.5" "cor.6" "cor.7" "cor.8" "cor.9" "cor.10" "cor.11" "cor.12" "cor.13" "cor.14" "int.cor" "rxx.1" "ryy.1" "rxx.2" "ryy.2" "or.a.1" "or.b.1" "or.c.1" "or.d.1" "or.a.2" "or.b.2" "or.c.2" "or.d.2" "or.a.3" "or.b.3" "or.c.3" "or.d.3" "or.a.4" "or.b.4" "or.c.4" "or.d.4" "input" "output" "effestnew" "znew" "disc.eff" "disccat.eff" "disc.z" "disccat.z" "info" "disc.n" "macomm" "comm2" "effest.exp" "effestnew.exp"
217 "Fischer" "Schwartz" "o" "10.1037/0022-3514.34.6.1188" 1976 "Journal of Personality and Social Psychology" 271 4.736 81 "article" 0 "0" "Helping rate for alone (c) vs others present (t)." "11" "13" 24 -1.407 "g" NA "Page 1193. 92% of alone (N=13) and 45% of together (N=11). \"Ninetwo percent of those who were alone intervened versus 45% of those in the mutually aware condition\" Nonevents are 8% for control and 55% for together. OR = 0.0711462." "13" "11" 24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.45 0.55 0.92 0.08 NA NA NA NA NA NA NA NA NA NA NA NA "OR" "g" -1.40692473418431 NA -0.0000752658156910613 0 NA NA 0 0 NA "Sample size from figure 1. MA switched sample sizes." 1.407 1.40692473418431
218 "Fischer" "Valentine" "r" NA 1980 "The Journal of Social Psychology" 54 0.772 20 "article" 0 "0" "Helping rate alone vs bystander without being gazed at." "27" "27" 54 -0.751 "g" NA "Page 200. No gaze alone (0.33) vs paired (0.11). \"In the absence of gaze, 33% (n=27) helped when alone as compared to 11% (n=27) who helped when paired with passive C.\" Nonevents are 67% and 89% OR = 0.2509363." "27" "27" 54 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.11 0.89 0.33 0.67 NA NA NA NA NA NA NA NA NA NA NA NA "OR" "g" -0.751196092485633 NA 0.000196092485633459 0 NA NA 0 0 NA NA 0.751 0.751196092485633
219 "Fischer" "Valentine" "o" NA 1980 "The Journal of Social Psychology" 54 0.772 20 "article" 0 "0" "Helping rate alone vs bystander with being gazed at." "28" "28" 56 0.671 "g" NA "Page 200. Gaze alone (0.57) vs paired (0.82). \"When S was looked at, the victim obtained assistance of 82% (n=28) of those in the presence of another bystander but only 57% (n=28) of those alone.\" Nonevents are 18 and 43%. OR = 3.4366472." "28" "28" 56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.82 0.18 0.57 0.43 NA NA NA NA NA NA NA NA NA NA NA NA "OR" "g" 0.67111656941954 NA -0.00011656941954008 0 NA NA 0 0 NA NA -0.671 -0.67111656941954
220 "Fischer" "Voelpel" "r" "10.1177/0018726707087787" 2008 "Human Relations" 90 2.619 45 "article" 0 "0" "Respond time and rate of small vs large group." "28" "68" 96 -0.268 "g" NA "Page 282. Small vs large: \"Accordingly, in the medium-sized groups, the likelihood of receiving help was smaller (with a response rate of 11%) than in the small group category (34%) and in the large (24%)\" Treatment events 0.24, nonevents 0.76, control events 0.34, nonevents 0.66. OR = 0.613003095975232" "29" "68" 97 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.24 0.76 0.34 0.66 NA NA NA NA NA NA NA NA NA NA NA NA "OR" "g" -0.267676535724842 NA -0.000323464275158059 0 NA NA 0 -1 "Reported N in MA too small" "MA takes 1/3 the control n because the control group is used to calculate three effect sizes. If we do so, it's 87/3 = 29, so control group MA is incorrectly reported." 0.268 0.267676535724842
221 "Fox" "Bower" "o" "10.3758/BF03332288" 1967 "Psychonomic Science" NA NA NA "article" 0 "0" "Not verbalizing hypotheses (c) vs verbalizing hypotheses (t) on errors made." "NA" "NA" 36 0.46 "r" NA "In-text, p. 454. F-value - \"The Ss required to verbalize their hypotheses before obtaining feedback made significantly fewer errors than the others (F=6.51, df=1/24, p< .025)." "18" "18" 36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "F" "r" 0.39133162093563 NA 0.0686683790643705 1 NA NA 1 0 NA NA 0.46 0.39133162093563
222 "Fox" "Chrysikou" "o" "10.1037/0278-7393.31.5.1134" 2005 "Journal of Experimental Psychology: Learning, Memory, and Cognition" 121 2.776 42 "article" 0 "1+2" "Control condition for silent participants (exp 2) vs verbalization group in control (exp 1) on total designs. Coffee cup problem. Defixation." "NA" "NA" 49 0.33 "r" NA "Table 2 for treatment data; the coffee cup problem, DFC, total designs. Table 7 for control group data; the coffee cup problem, DFC, total designs. Total design row, last column. We aggregated as per the MA, even though it seems that the authors did not. See Fox.R" "20" "29" 49 1.7 2.45 0.73 1.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "fox.correction.smd" "r" 0.321222130850142 NA 0.00877786914985779 0 NA NA 0 0 NA "Supplement material needed. Effect without correction for unequal sample sizes, z = 0.327539627580103 (small discrepancy). With correction for unequal sample sizes z = 0.646298959241171" 0.33 0.321222130850142
223 "Fox" "Cooney" "r" "10.1016/1041-6080(92)90004-X" 1992 "Learning and Individual differences" 47 1.631 41 "article" 0 "0" "No report (c) vs retrospective report (t) on proportion correct answers" "NA" "NA" 9 0.26 "r" NA "Supplement material states \"Article reports analyses at the trial level (as opposed to using participant means). Effects in present analysis reflect participant means. \". Table 5. Mean across subjects (control: 0.734444444444445 events, treatment: 0.797777777777778 events). used for odds ratio calculations. OR = 1.42642682545904." "4.5" "4.5" 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.797777777777778 0.202222222222222 0.734444444444445 0.265555555555555 NA NA NA NA NA NA NA NA NA NA NA NA "OR" "r" 0.0974425256912442 NA 0.162557474308756 3 NA NA 3 0 NA "Supplement material needed. Unclear whether this outcome is meant, or possible multiple outcomes." 0.26 0.0974425256912442
224 "Fox" "Cote" "o" "10.1080/01638539809545019" 1998 "Discourse Processes" 40 1.056 16 "article" 0 "1+2" "Silent students (c) and verbalizing (t) on test of recall for difficult passage for sixth graders." "NA" "NA" 24 0.45 "r" NA "Table 5. Sixth-grade recall, harder passage. Last row" "12" "12" 24 0.083 0.188 0.1 0.11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" 0.446808510638298 NA 0.00319148936170216 0 NA NA 0 0 NA "Supplement material needed." 0.45 0.446808510638298
225 "Fox" "DeShon" "o" "10.1016/0160-2896(95)90023-3" 1995 "Intelligence" 67 3.118 36 "article" 0 "0" "Computer nonverbalization (c) vs. Computer verbalization (t) on performance" "NA" "NA" 77 -0.27 "r" NA "In-text, p.145-146. Paper and pencil group (M=21.06, SD=5.87) and Computer nonverbalization group (M=20.31, SD=5.79) did not differ significantly, so they were combined together by the authors. \"The mean performance in the PAPER-AND-PENCIL group (M = 21.06, SD =5.87) and the COMPUTER NONVERBALIZATION group (M = 20.3 1, SD = 5.79) did not differ, t(121) = 0.16, n.s. This is consistent with Mead and Drasgow’s (1993) finding that computerized presentation of cognitive abilities tests are roughly equivalent to the standard paper-and-pencil format. Therefore these two independent groups were combined for subsequent analysis to form a nonverbalization group consisting of 123 individuals. The average performance of the COMPUTER VERBALIZATION condition (M = 17.12, SD = 5.57) was significantly lower than that of the combined nonverbalization group, r( 164) = 3.65, p < .0l.\" Supplemental material states: \"Comparison between computer verbalization group and computer silent group.\" We aggregated according to MA: see Fox.R" "35" "42" 77 20.31 17.12 5.79 5.57 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "fox.correction.smd" "r" -0.2707597394658 NA 0.000759739465800435 0 NA NA 0 0 NA "Calculated Fisher's z = -0.276562150572008 (discrepancy = 0). If results corrected for unequal sample sizes, Fisher's z = -0.357609359195199." -0.27 -0.2707597394658
226 "Fox" "Dickson" "o" "10.1080/00221300009598580" 2000 "Journal of General Psychology" 35 0.561 48 "article" 0 "0" "Silence (c) vs. Procedural verbalization (t) on % landscape saved" "NA" "NA" 40 -0.37 "r" NA "Table 2." "20" "20" 40 57.7 46.5 16.2 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" -0.374936489750734 NA 0.00493648975073391 0 NA NA 0 0 NA "Supplement material needed." -0.37 -0.374936489750734
227 "Fox" "Fox" "o" "10.1080/13825580903042668" 2010 "Aging, Neuropsychology, and Cognition" 45 1.25 20 "article" 0 "2" "Silent (c) vs verbalization TA (t) on Raven Matrice scores." "NA" "NA" 30 0.42 "r" NA "In-text, p. 199. \"A one-way ANOVA revealed a significant difference between TA (M = 3.94, SD = 2.62) and silent (M = 1.93, SD = 1.64)\"" "15" "15" 30 1.93 3.94 1.64 2.62 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" 0.417771089267772 NA 0.00222891073222797 0 NA NA 0 0 NA NA 0.42 0.417771089267772
228 "Fox" "Gilhooley" "r" "10.1080/135467899393977" 1999 "Thinking & Reasoning" 25 2.958 18 "article" 0 "0" "Not think aloud (c) vs think aloud (t) on number of moves to solution, for older adults." "NA" "NA" 40 -0.03 "r" NA "Table 2 gives means." "20" "20" 40 6.57 6.59 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "r" -0.03 NA 0 0 NA NA 2 0 NA "No SDs given. Supplement material reads: \"Necessary data obtained via email from first author.\"" -0.03 -0.03
229 "Fox" "Hamel" "r" "10.1080/09541440050114534" 2000 "European Journal of Cognitive Psychology" 48 1.349 24 "article" 0 "1+2+3+4" "Not verbalising (c) vs. Thinking aloud (t) on move attempts" "NA" "NA" 68 0.08 "r" NA "Table 4.  Calculated effect inversed because fewer moves is better. We aggregated, see smd_to_r_fox in code." "24" "44" 68 368 331 249 206 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "fox.correction.smd" "r" 0.0830705036938424 NA -0.00307050369384243 0 NA NA 0 0 NA "Supplement material needed. Calculated Fisher's z = -0.0795875550829499 (Discrepancy = 0). If results corrected for unequal sample sizes, Fisher's z = -0.122281236446861" 0.08 0.0830705036938424
230 "Fox" "Karahasanovic" "r" "10.1080/01449290701682761" 2009 "Behaviour & Information Technology" 52 1.211 30 "article" 0 "0" "Correctness of modified programs for Tasks 1 and 2 for think-aloud CTA (t) and silent control SC (c)." "NA" "NA" 16 0.12 "r" NA "Supplement material states \"Correctness of modified programs and the time to complete Tasks 1 and 2 for think-aloud and silent groups.\" Table 16, time for both tasks for SC (Mean 120, SD 25) and CTA (Mean 138 SD 51). Table 17, both tasks correctness (0.57 N = 7 for SC and 0.67 N = 9 for CTA). OR = 1.53163211057948. Mean is total effect; we calculated this effect by hand because it's an odds ratio and a standardized mean difference together. See the primary study codebook for the manual code." "7" "9" 16 120 138 25 51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.67 0.33 0.57 0.43 NA NA NA NA NA NA NA NA NA NA NA NA "manually" "r" 0.163406417486405 NA -0.0434064174864049 1 NA NA 1 0 NA "Supplement material needed. Effect reported as percentage correct in table 16 and cohens d in Table 17/19.  It states: \"Correctness of modified programs and the time to complete Tasks 1 and 2 for think-aloud and silent groups.\". However, only the correctness of modified programs seems to be used in the MA, not the effect size for time. Calculated results corrected for unequal sample sizes  r= 0.802082789225145 and r = 0.5919916. Mean of both recalculated if we did not correct gives a small discrepancy (z = 0.16397961030885)." 0.12 0.163406417486405
231 "Fox" "Laing" "r" "10.1177/00222194020350050401" 2002 "Journal of Learning Disabilities" 62 1.643 36 "article" 0 "0" "Listen through (c) vs Think aloud (t) on number of questions answered correctly. For below average readers." "NA" "NA" 20 0.22 "r" NA "Table 5. BA, total (literal + inference) listen-through vs. Total think-aloud" "10" "10" 20 7.6 8.6 2.6 1.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" 0.218217890235992 NA 0.00178210976400764 0 NA NA 0 0 NA "Total sample size divided in two for control and treatment group sizes." 0.22 0.218217890235992
232 "Fox" "Laing" "o" "10.1177/00222194020350050401" 2002 "Journal of Learning Disabilities" 62 1.643 36 "article" 0 "0" "Listen through (c) vs Think aloud (t) on number of questions answered correctly. For average readers." "NA" "NA" 20 0.56 "r" NA "Table 5. AR, total (literal + inference) listen-through vs. Total think-aloud" "10" "10" 20 8.1 10.5 2.2 1.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" 0.560723176219197 NA -0.000723176219197263 0 NA NA 0 0 NA "Total sample size divided in two for control and treatment group sizes." 0.56 0.560723176219197
233 "Fox" "McGeorge" "r" "10.1111/j.2044-8295.1989.tb02335.x" 1989 "British Journal of Psychology" 65 2.243 31 "article" 0 "1" "Non-verbalization (c) vs verbalization (t) on number of production outputs within +/- 1000 lbs of the target." "NA" "NA" 35 0.33 "r" NA "In-text, p. 459.  Verbalization is manipulated on trial 3, so comparison only on trial 3. \"Comparison between the control and experimental groups (Mann-Whitney U test) revealed no significant differences except between the final sets in each group: U- 81, n = 15, 20, p < .05\" Aggregated in primary study codebook.R" "15" "20" 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "mann-whitney-u" "r" 0.0676587042318195 NA 0.262341295768181 3 NA NA 1 0 NA "Calculated Fisher's z without correction = -0.410351338540441 (relatively large discrepancy)." 0.33 0.0676587042318195
234 "Fox" "Sachs" "o" "10.1017/S0272263107070039" 2007 "Studies in Second Language Acquisition" 62 2.234 28 "article" 0 "1" "Reformulation (c) vs reformulation think-aloud on number of improvements of written text." "NA" "NA" 15 -0.51 "r" NA "Table 4, Z-statistic transformed to r (-0.973165996660545) with correction." "10" "5" 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.988 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "fox.correction.z" "r" -0.535686390812545 NA 0.0256863908125446 1 NA NA 1 0 NA "Supplement material needed. Calculated Fisher's z without correction for unequal sample size = -0.56719920503665 (Discrepancy = 0)." -0.51 -0.535686390812545
235 "Fox" "Sanz" "r" "10.1111/j.1467-9922.2009.00500.x" 2009 "Language Learning" 62 1.869 36 "article" 0 "2" "-ThinkAloud / Silent (c) vs. +Think-aloutA on grammaticality judgement" "NA" "NA" 24 0.41 "r" NA "Table 5. Posttest." "13" "11" 24 7.17 9.69 3.01 2.56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "fox.correction.smd" "r" 0.408617759952404 NA 0.00138224004759613 0 NA NA 0 0 NA "Supplement material needed. Calculated z = 0.4325291109794 (Discrepancy = 0) if not corrected for sample size." 0.41 0.408617759952404
236 "Fox" "Schooler" "o" "10.1016/S0079-7421(08)60505-8" 1993 "Cognitive Psychology" 121 4.537 26 "article" 0 "4" "No verbalization (c) vs. Verbalization (t) on number of problems solved" "NA" "NA" 80 -0.38 "r" NA "In-text, p. 176. F-value. \"Overall, subjects in the verbalization conditions solved significantly fewer problems than those in the no verbalization (control) conditions, F(1, 76) = 12.482, p < .001\"" "40" "40" 80 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.482 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "F" "r" -0.367378285083804 NA -0.0126217149161957 0 NA NA 0 0 NA "Supplement material needed. Exact sample sizes in control and treatment conditions unclear, total sample sized divided in two." -0.38 -0.367378285083804
237 "Fox" "Schweiger" "r" "10.2307/256146" 1983 "Academy of Management Journal" 227 6.233 77 "article" 0 "0" "Nonprotocol (c) vs verbalized protocol group (t) on composite score (market share of company in its industry late in the simulation)." "NA" "NA" 40 0.05 "r" NA "\"Composite score reflects market share of company in its industry late in the simulation. Effect size for performance during early part of simulation was comparable.\" Table 1. Effect first calculated for Late financial performance (z = -0.0661996950894404) and then for late market growth performance (z = 0.0759164225299606). Mean is total effect." "20" "20" 40 0.32 -0.05 2.58 2.99 0.09 0.88 5.48 4.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" 0.00487059581105661 NA 0.0451294041889434 1 NA NA 1 0 NA "Supplement material needed." 0.05 0.00487059581105661
238 "Fox" "Short" "r" "10.1016/1041-6080(91)90011-O" 1991 "Learning and Individual Differences" 47 1.631 41 "article" 0 "2" "Silent (c) vs Think Aloud (t) on problem-solving performance for developmentally handicapped." "NA" "NA" 24 0.17 "r" NA "MA indicates task type as \"visual\" which = spatial, so only spatial performance. Table 2 DH" "12" "12" 24 3.92 4.58 0.8 2.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" 0.169088532328708 NA 0.000911467671291993 0 NA NA 0 0 NA "Supplement material needed." 0.17 0.169088532328708
239 "Fox" "van den Haak" "o" "10.1080/0044929031000" 2003 "Behaviour and Information Technology" 52 1.211 NA "article" 0 "0" "Retrospective think aloud (RTA, c) vs concurrent think aloud (CTA, t) on number of search tasks completed successfully." "NA" "NA" 40 -0.33 "r" NA "Table 5. Number of tasks completed row" "20" "20" 40 3.3 2.6 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" -0.330350424728106 NA 0.00035042472810598 0 NA NA 0 0 NA NA -0.33 -0.330350424728106
240 "Fox" "Williams" "r" "10.3758/BF03200589" 1997 "Behavior Research Methods, Instruments & Computers" 88 1.34 NA "article" 0 "1" "Eye movement condition (c) vs Verbalized report (t) on proportion of incorrect prediction of position of the soccer ball." "NA" "NA" 20 -0.13 "r" NA "Table 1.Sign reversed because DV = errors: lower score = stronger effect. First effect of the experienced (13.7 vs 18.6, SD = 7 vs 12), then of less experienced (16.7 vs 17, sd + 11 vs 9.3). Experienced group (z = 0.246887666238763) and less experienced group (z = 0.0147262434097488). Mean is total effect. Total effect inversed because DV is % errors." "10" "10" 20 13.7 18.6 7 12 16.7 17 11 9.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" -0.130928267491836 NA 0.000928267491835749 0 NA NA 0 0 NA "Within subjects design. Each group (less/experienced) consists of 10 participants. This number divided in two for calculating the effect sizes." -0.13 -0.130928267491836
241 "Freund" "Ackerman" "o" "10.1016/S0191-8869(01)00174-X" 2002 "Personality and Individual Differences" 108 1.946 55 "article" 0 "0" "Correlation between fluid intelligence and math self-estimate." "NA" "NA" 228 0.47 "r" NA "Table 2, Fluid Intelligence row. Math self estimate" "NA" "NA" 228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.468 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.468 NA 0.00199999999999995 0 NA NA 0 0 NA NA 0.47 0.468
242 "Freund" "Ackerman" "o" "10.1016/S0191-8869(01)00174-X" 2002 "Personality and Individual Differences" 108 1.946 55 "article" 0 "0" "Correlation between fluid intelligence and clerical self-estimate." "NA" "NA" 228 -0.09 "r" NA "Table 2, Fluid Intelligence row. Clerical self estimate" "NA" "NA" 228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.091 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.091 NA 0.001 0 NA NA 0 0 NA NA -0.09 -0.091
