"meta" "author" "typestudy" "doi" "year" "journal" "h" "IF" "h5" "typepaper" "typecat" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc" "mt" "sdc" "sdt" "efftypenew" "effestnew" "znew" "disc" "disccat" "info" "ndisc" "macomm" "comm2"
"Freund" "Bailey" "Regular" "10.1080/00221325.1974.10532281" 1974 "Journal of Genetic Psychology" 39 0.542 15 "article" 0 "0" "Correlation between Otis Quick-Scoring Test and self-rating for males in the 4th grade." NA NA 37 0.4 "r" 0.423648930193602 "\"At the 4th grade level, the male student’s Self-rating and Otis score were correlated at a significant level (Y = .40, p < .05),\"" NA NA 37 NA NA NA NA "r" "0.4" 0.423648930193602 0 0 0 0 NA NA
"Freund" "Bailey" "Regular" "10.1080/00221325.1974.10532281" 1974 "Journal of Genetic Psychology" 39 0.542 15 "article" 0 "0" "Correlation between Otis Quick-Scoring Test and self-rating for males in the 8th grade." NA NA 40 0.29 "r" 0.298566263660178 "Table 1, row 1, 8th grade" NA NA 40 NA NA NA NA "r" "0.28999999999999998" 0.298566263660178 0 0 0 0 NA NA
"Freund" "Chamorro-Premuzic" "Regular" "10.1080/01443410500390921" 2006 "Educational Psychology" 39 1.157 24 "article" 0 "0" "Correlation academic performance (WPT) and self-assessed intelligence." NA NA 184 0.41 "r" 0.435611223236224 "\"the correlation of SAI with IQ was exactly the same before and after
completion of the WPT, namely r = .414, p < .001.\" Page 774" NA NA 184 NA NA NA NA "r" "0.41399999999999998" 0.440429028439753 0.00481780520352865 0 0 0 NA NA
"Freund" "Chamorro-Premuzic" "Regular" "10.1016/j.jrp.2003.10.002" 2004 "Journal of Research in Personality" 76 2.251 38 "article" 0 "3" "Correlation psychometric intelligence (S&M spatial ability test) and estimated intelligence." NA NA 83 0.4 "r" 0.423648930193602 "Table 1. Correlation S and S." NA NA 83 NA NA NA NA "r" "0.4" 0.423648930193602 0 0 0 0 NA NA
"Freund" "DeNisi" "Regular" "10.1037/0021-9010.62.5.641" 1977 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation SAT verbal and self-reported verbal ability." NA NA 114 0.36 "r" 0.37688590118819 "Table 1" NA NA 114 NA NA NA NA "r" "0.36" 0.37688590118819 0 0 0 0 NA NA
"Freund" "DeNisi" "Regular" "10.1037/0021-9010.62.5.641" 1977 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation SAT (combined) and self-reported general intelligence." NA NA 114 0.35 "r" 0.365443754271396 "Table 1" NA NA 114 NA NA NA NA "r" "0.35" 0.365443754271396 0 0 0 0 NA NA
"Freund" "DeNisi" "Regular" "10.1037/0021-9010.62.5.641" 1977 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation Minnesota Paper Forms Board and self-reported spatial orientation." NA NA 114 0.21 "r" 0.21317134656486 "Table 1" NA NA 114 NA NA NA NA "r" "0.21" 0.21317134656486 -2.4980018054066e-16 0 0 0 NA NA
"Freund" "Furnham Disou" "Outlier" "10.1027/1614-0001.28.1.37" 2007 "Journal of Individual Differences" 21 1.946 55 "article" 0 "0" "Correlation fluid intelligence and self-estimate." NA NA 101 0.53 "r" 0.590145159841189 "Table 1" NA NA 101 NA NA NA NA "r" "0.53" 0.590145159841188 0 0 0 0 NA NA
"Freund" "Furnham Disou" "Outlier" "10.1027/1614-0001.28.1.37" 2007 "Journal of Individual Differences" 21 1.946 55 "article" 0 "0" "Correlation crystallized intelligence and self-estimate." NA NA 101 0.51 "r" 0.562729769352149 "Table 1" NA NA 101 NA NA NA NA "r" "0.51" 0.562729769352149 0 0 0 0 NA NA
"Freund" "Furnham" "Outlier" "10.1007/s12144-009-9064-z" 2009 "Current Psychology" 28 0.644 13 "article" 0 "0" "Correlation multiple intelligences test and self-estimated verbal abilities." NA NA 187 0.44 "r" 0.472230804420426 "Table 6. Self estimated verbal and test derived linguistic." NA NA 187 NA NA NA NA "r" "0.44" 0.472230804420426 0 0 0 0 NA NA
"Freund" "Furnham" "Regular" "10.1007/s12144-009-9064-z" 2009 "Current Psychology" 28 0.644 13 "article" 0 "0" "Correlation multiple intelligences test and self-estimated inter-personal abilities." NA NA 187 0.35 "r" 0.365443754271396 "Table 6. Self estimated interpresonal and test derived interpersonal" NA NA 187 NA NA NA NA "r" "0.35" 0.365443754271396 0 0 0 0 NA NA
"Freund" "Proyer" "Outlier" "10.1515/HUMR.2009.008" 2009 "Humor" 29 0.467 16 "article" 0 "2" "Correlation gelotophobia and self-estimation of spatial intelligence." NA NA 167 0.16 "r" 0.161387 "The correlation coefficients were .19 ( p < .05) for verbal, .50 for numeric ( p < .01), .16 ( p < .05) for spatial intelligence\" Page 173" NA NA 167 NA NA NA NA "r" "0.16" 0.161386696131526 -3.03868474493818e-07 0 0 0 NA "Sample size in MA maybe too large (range study 2 from 151-177). We copied the MA authors' sample size since we are unsure."
"Freund" "Rammstedt" "Outlier" "10.1024//0170-1789.23.4.435" 2002 "Zeitschrift fu¨r Differentielle und Diagnostische Psychologie," 35 NA NA "article" 0 "0" "Correlation perceptual speed intelligence score and self-estimated perceptual speed intelligence." NA NA 228 -0.04 "r" -0.0400213538367682 "Table 3. Perceptual speed intelligence vs self estimated intelligence perceptual speed" NA NA 228 NA NA NA NA "r" "-0.04" -0.0400213538367682 0 0 0 0 NA NA
"Freund" "Steinmayr" "Regular" "10.1007/s11199-009-9675-8" 2009 "Sex Roles" 75 1.582 43 "article" 0 "0" "Correlation measured figural intelligence and self-estimated figural intelligence for girls." NA NA 203 0.3 "r" 0.309519604203112 "Table 2, row 3 column 11" NA NA 203 NA NA NA NA "r" "0.3" 0.309519604203112 0 0 0 0 NA NA
"Freund" "Visser" "Outlier" "10.1027/1614-0001.29.1.35" 2008 "Journal of Individual Differences," 21 1.946 55 "article" 0 "0" "Correlation measured spatial ability and self-estimated spatial ability." NA NA 200 0.05 "r" 0.0500417292784913 "Table 3 row 2" NA NA 200 NA NA NA NA "r" "0.05" 0.0500417292784913 0 0 0 0 NA NA
"Freund" "Westbrook" "Outlier" "10.1177/106907279400200203" 1994 "Journal of Career Assessment" 38 1.364 25 "article" 0 "0" "Correlation verbal reasoning abilities and self-rated verbal reasoning abilities for females." NA NA 111 0.66 "r" 0.792813631870191 "Table 7, verbal reasoning row - females 1a" NA NA 111 NA NA NA NA "r" "0.66" 0.792813631870191 0 0 0 0 NA NA
"Freund" "Westbrook" "Outlier" "10.1177/106907279400200203" 1994 "Journal of Career Assessment" 38 1.364 25 "article" 0 "0" "Correlation numerical abilities and self-rated numerical abilities for females." NA NA 111 0.59 "r" 0.677666067757962 "Table 7, numerical reasoning row - females 1a" NA NA 111 NA NA NA NA "r" "0.59" 0.677666067757962 0 0 0 0 NA NA
"Freund" "Westbrook" "Regular" "10.1177/106907279400200203" 1994 "Journal of Career Assessment" 38 1.364 25 "article" 0 "0" "Correlation mechanical reasoning abilities and self-rated mechanical reasoning abilities for males." NA NA 99 0.35 "r" 0.365444 "Table 7, mechanical reasoning row - males 1a" NA NA 99 NA NA NA NA "r" "0.35" 0.365443754271396 -2.45728603798234e-07 0 0 0 NA NA
"Green" "Brand" "Outlier" "10.1300/J229v07n01_06" 2006 "Journal of Trauma and Dissociation" 32 1.294 NA "article" 0 "0" "Patients (c) Student simulators (t) on SIRS total scale mean." 20 43 63 0.5 "d" 0.230692445 "Table 1 total score. Signal reversed. Positive effect = higher score on SIRS by treatment group." "20" "43" 63 "100.7" "87.4" "28" "23" "z" "0.23117229622986898" 0.231172296229869 0.000479851229868988 0 0 0 NA NA
"Green" "Edens" "Outlier" "10.1080/00223890709336832" 2007 "Journal of Personality Assessment," 72 2.258 30 "article" 0 "0" "Controls (c) vs suspected malingerers (t)" 15 13 28 0.11 "d" 0.054832034 NA "15" "13" 28 NA NA NA NA "z" "5.4832034000000002E-2" 0.054832034 0 0 2 0 "MA halves the control group sample size because it is used for more than one effect size." "No statistics given on separate or total SIRS scale score. In primary study: \"Further information on analyses regarding scale-level correspondence with the SIRS is available from J. F. Edens\""
"Green" "Edens" "Regular" "10.1080/00223890709336832" 2007 "Journal of Personality Assessment," 72 2.258 30 "article" 0 "0" "Patients (c) vs suspected malingerers (t)" 15 13 28 1.46 "d" 0.675563629 NA "15" "13" 28 NA NA NA NA "z" "0.675563629" 0.675563629 0 0 2 0 "MA halves the control group sample size because it is used for more than one effect size." "No statistics given on separate or total SIRS scale score. In primary study: \"Further information on analyses regarding scale-level correspondence with the SIRS is available from J. F. Edens\""
"Green" "Edens" "Regular" "10.1080/00223890709336832" 2007 "Journal of Personality Assessment," 72 2.258 30 "article" 0 "0" "Controls (c) vs simulators of malingering (t)" 15 14.5 29.5 1.33 "d" 0.623678289 NA "15" "14.5" 29.5 NA NA NA NA "z" "0.623678289" 0.623678289 0 0 2 0 "MA halves the control group sample size because it is used for more than one effect size." "No statistics given on separate or total SIRS scale score. In primary study: \"Further information on analyses regarding scale-level correspondence with the SIRS is available from J. F. Edens\""
"Green" "Edens" "Regular" "10.1080/00223890709336832" 2007 "Journal of Personality Assessment," 72 2.258 30 "article" 0 "0" "Patients (c) vs simulators of malingering (t)" 15 14.5 29.5 2.75 "d" 1.123248498 NA "15" "14.5" 29.5 NA NA NA NA "z" "1.1232484979999999" 1.123248498 0 0 2 0 "MA halves the control group sample size because it is used for more than one effect size." "No statistics given on separate or total SIRS scale score. In primary study: \"Further information on analyses regarding scale-level correspondence with the SIRS is available from J. F. Edens\""
"Green" "Gothard" "Regular" "10.1007/BF01499340" 1995 "Law and Human Behavior." 75 2.542 30 "article" 0 "0" "Incompetent defendants (c) vs Malingerer (t) on SIRS total score" 24 3.5 27.5 2.87 "d" 0.850283715 "Table 1. Incompetent N=23, competent N=25. Total = 48/2 = 24. Mean of effect incompetents vs malingerers (z = 0.892423953526593) and competents vs malingerers (d = 0.814284262698852). Mean is total effect" "24" "3.5" 27.5 "39.78 / 25.20" "90.86" "16.97/ 24.70" "11.11" "z" "0.8533541081127225" 0.853354108112722 0.0030703931127225 0 0 0 "MA halves the control group sample size because it is used for more than one effect size." "Table 1 incompetents n = 30 is incorrect."
"Green" "Gothard" "Outlier" "10.1007/BF01499341" 1995 "Law and Human Behavior." 75 2.542 30 "article" 0 "0" "Controls (c) vs Malingerers (t) on SIRS total score" 15 3.5 18.5 6.93 "d" 1.723970856 "Table 1" "15" "3.5" 18.5 "15.47" "90.86" "10.83" "11.11" "z" "1.7244799211899349" 1.72447992118993 0.000509065189934876 0 0 0 "MA halves the control group sample size because it is used for more than one effect size." NA
"Green" "Gothard" "Outlier" "10.1007/BF01499342" 1995 "Law and Human Behavior." 75 2.542 30 "article" 0 "0" "Incompetent and competent defendants (c) vs Simulators (t) on SIRS total score" 24 15 39 2.96 "d" 1.161043703 "Table 1. Incompetent N=23, competent N=25. Total = 48/2 = 24. Mean of effect incompetents vs simulators (z = 1.18233797430441 ) and competents vs malingerers (z =  1.14450887661497). Mean is toal effect." "24" "15" 39 "39.78 / 25.20" "114.1" "16.97/ 24.70" "35.520000000000003" "z" "1.1634234254596936" 1.16342342545969 0.00237972245969353 0 0 0 "MA halves the control group sample size because it is used for more than one effect size." "Table 1 incompetents n = 30 is incorrect."
"Green" "Gothard" "Outlier" "10.1007/BF01499343" 1995 "Law and Human Behavior." 75 2.542 30 "article" 0 "0" "Controls (c) vs Simulators (t) on SIRS total score." 15 15 30 3.76 "d" 1.388644863 "Table 1." "15" "15" 30 "15.47" "114.1" "10.83" "35.520000000000003" "z" "1.3877514304739733" 1.38775143047397 -0.000893432526026583 0 0 0 "MA halves the control group sample size because it is used for more than one effect size." NA
"Green" "Heinze" "Outlier" "10.1300/J158v01n04_02" 2001 "The Journal of Forensic Psychiatry and Psychology" 15 0.598 17 "article" 0 "0" "Population means (c) vs malingerers (t) on SIRS total score." 57 57 114 5.16 "d" 1.676539407 "Table 1. SD recalculated from SE." "57" "57" 114 "37.340000000000003" "102.42" NA "49.073920000000001" "z" "1.6765394069999999" 1.676539407 0 0 2 0 NA "\"effect sizes were calculated by comparing results to initial validation data of genuine psychiatric patients\". Control group is population mean, but no SD available, effect size copied."
"Green" "Rogers" "Regular" "10.1007/s10979-008-9145-9" 2009 "Law and Human Behavior," 75 2.542 30 "article" 0 "0" "GEN-Both (c) vs FMD (t) on SIRS total scores." 138 49 187 2.42 "d" 0.926029213 "Table 6. Total scores." "138" "49" 187 "50.82" "99.41" "19.39" "23.81" "z" "0.9064791740290532" 0.906479174029053 -0.0195500389709468 1 1 0 "MA halves the control group sample size because it is used for more than one effect size." NA
"Green" "Rogers" "Outlier" "10.1007/s10979-008-9145-9" 2009 "Law and Human Behavior," 75 2.542 30 "article" 0 "0" "GEN-Both (c) vs FCI (t) on SIRS total scores." 138 79 217 1.31 "d" 0.594654016 "Table 6. Total scores." "138" "79" 217 "50.82" "78.569999999999993" "19.39" "26.72" "z" "0.56708931331796275" 0.567089313317963 -0.0275647026820373 1 1 0 "MA halves the control group sample size because it is used for more than one effect size." NA
"Green" "Vagnini et al." "Outlier" "10.1080/13854040590947470" 2006 "The Clinical Neuropsychologist" 60 1.556 24 "article" 0 "0" "Honest (c) vs PCF (t) on SIRS total scores." 37 53 90 0.89 "d" 0.425001031 "Table 4. SIRS total." "37" "53" 90 "18.5" "37.200000000000003" "15.1" "24.4" "z" "0.42337112072906369" 0.423371120729064 -0.00162991027093629 0 0 0 NA NA
"Hallion" "Amir" "Regular" "10.1016/j.janxdis.2009.10.005" 2010 "Journal of Abnormal Psychology" 79 5.538 54 "article" 0 "0" "Interpretation control condition (ICC, c) vs Interpretation Modifcation program (IMP, t) on STAI-S, behavioral, posttest." NA NA 57 -0.08 "g" -0.040544446 "Table 1. Positive effect size = lower anxiety and depression in treatment group compared to control. Signs reversed in this MA: higher score on STAI = higher anxiety and depression." "28" "29" 57 "38.1" "38.9" "10.6" "10.1" "z" "-3.8637479908008698E-2" -0.0386374799080087 0.0019069660919913 0 3 0 NA "It is unclear whether MA indicates that a \"behavioral task\" should be included as DV in addition to the STAI, or whether this STAI is the behavioral measure."
"Hallion" "Browning" "Regular" "10.1016/j.biopsych.2009.10.031" 2010 "Biological Psychiatry" 256 11.212 94 "article" 0 "0" "Attend-Threat (c) vs Avoid-Threat (t) on STAI-S and visual analogue scales." NA NA 53 -0.19 "g" -0.096276199 "MA reports using STAI-S and visual analogue scales as DVs. However, results from the visual analogue scales are not reported in the primary article.  STAI-S is given but no results for the other effects, the visual analogue scales, are printed. The image results from table 1 do not correspond to visual analogue effects. As such, not enough statistical information available to calculate the composite effect." "26" "27" 53 NA NA NA NA "g" "-0.19" -0.096276199 0 0 2 0 NA NA
"Hallion" "Dandeneau" "Regular" "10.1037/0022-3514.93.4.651" 2007 "Journal of Personality and Social Psychology" 271 4.736 81 "article" 0 "2b" "Find the flower (c) vs Find the smile (t) on SES (self-esteem) and POMS." NA NA 147 0.01 "g" 0.005026021 "In study 2b, there is a difference measured between the control and experimental conditions on SES:  \"The multiple regression analyses showed that rejection bias scores were significantly predicted by self-esteem scores (beta .245), t(144) =2.36, p = .020, indicating that low self-esteem was related to a high rejection bias.\" (page 658). However, the results on mood states are not complete: \"The attentional training task did not produce significant mood effects, compared with control. There was no significant condition or Condition x Self-Esteem interaction effect on mood  betas < .022,  ts .304, ps .762.\" (page 659). As such, not enough statistical information available to calculate the complete effect." "73.5" "73.5" 147 NA NA NA NA "g" "0.01" 0.005026021 0 0 2 0 NA NA
"Hallion" "Hazen" "Regular" "10.1016/j.jpsychires.2008.07.004" 2009 "Journal of Psychiatric Research" 104 3.301 59 "article" 0 "0" "Sham-ARTS (c) vs ARTS (t) on STAI-T, PSWQ and BDI-II" NA NA 23 0.58 "g" 0.296511045 "Table 1.  Mean of Trait anxiety, PSWQ and BDI Raw Score for Post-tx effects. PSWQ Raw score (z = -0.294011165570236), Trait Anxiety Raw score (z = -0.324921999734625) and BDI Raw score (z = -0.27509151299347). Mean of these is total effect.  All effect sizes were coded such that a positive effect size reflected lower anxiety and depression in the treatment group relative to the control group- here the treatment score is lower, indicating lower anxiety etc. for the treatment group, meaning the effect size is reversed." "12" "11" 23 "67.83 / 54.17 / 10.96" "62.82 / 47.73 / 7.23" "8.05 / 11.26 / 8.2" "8.75 / 7.7 / 4.47" "z" "0.298008226099444" 0.298008226099444 0.00149718109944402 0 0 0 NA "\"Twelve participants were assigned to the ARTS condition and the remaining participants were assigned to the sham-ARTS condition. However, one of the members of the ARTS group was unable to finish the intervention within the desired timeframe due to scheduling difficulties. That participant was thus not included in the final study, thus the final ARTS n was 11.\""
"Hallion" "Koster" "Regular" "10.1037/a0018424" 2010 "Emotion" 88 3.082 56 "article" 0 "0" "Control (c) vs Attentional bias reduction (t) on STAI-T and BDI-II" NA NA 48 -0.01 "g" -0.005083311 "Table 1. Effect calculated for Beck Depression inventory (z = 0.100240963911916) and STAI-Trait Anxiety (z = -0.14841001962648).  All effect sizes were coded such that a positive effect size reflected lower anxiety and depression in the treatment group. Since treatment scores lower on anxiety (37.22 vs 39.88), while higher for depression (7.26 vs 6.24) the effect size of depression should be negative, while anxiety should be positive. Mean of -0.100240963911916 and 0.14841001962648 should be total effect." "25" "23" 48 "6.24 / 39.88" "7.26 / 37.22" "4.46 / 8.12" "5.67 / 9.72" "z" "2.4084527857282004E-2" 0.024084527857282 0.029167838857282 1 1 0 NA NA
"Hallion" "Krebs" "Regular" "10.1016/j.brat.2009.10.009" 2010 "Behaviour Research and Therapy" 138 3.798 54 "article" 0 "0" "Negative/threat group (c) vs Neutral (t) on anxiety and depression VAS mood ratings." NA NA 64 -0.31 "g" -0.156268946 "There was no main effect of Attention Group or Instruction Status, both F < 1, [...] indicating that attention modification did not induce differential effects on state anxiety. There was no main effect of Attention Group or Instruction Status, nor [...] all F < 1, indicating that attention modification did not impact differentially on depressed mood. (both P255). Not enough info to calculate the effect size." "32" "32" 64 NA NA NA NA "g" "-0.31" -0.156268946 0 0 2 0 NA NA
"Hallion" "Lang" "Regular" "10.1016/j.brat.2008.11.002" 2009 "Behaviour Research and Therapy" 138 3.798 54 "article" 0 "0" "Positive (c) vs Negative (t) CBM on PANAS-Negative affect and recognition test" NA NA 48 0.43 "g" 0.216879123 "Table 1. PANAS negative (z = -0.0412205415535911). In-text, p. 143, recognition test (z = 0.740667158183154). Mean of both is total effect. Effect of PANAS inversed before calculating total effect." "24" "24" 48 "28.75 / -0.53" "29.54 / 1.04" "8.14 / 1.14" "10.83 / 0.76" "z" "0.39094384986837255" 0.390943849868373 0.174064726868373 3 3 0 NA "MA says that control condition is neutral, but this should definitely be positive. It is not clear what the behavioral anxiety measure is."
"Hallion" "Mackintosh" "Regular" "10.1016/j.beth.2006.03.001" 2006 "Behavior Therapy" 80 3.276 43 "article" 0 "2" "Positive (c) vs Negative (t) on state anxiety, post-training time 2." NA NA 40 0.76 "g" 0.378593505 "Table 3. Mean, posttraining. Treatment scores lower on STAI, so effect should be positive." "20" "20" 40 "31.67" "25.78" "10.35" "3.02" "z" "0.37727901700510802" 0.377279017005108 -0.00131448799489198 0 0 0 NA "MA: \"When a study assessed symptoms more than once posttraining, the effect size was calculated using the scores obtained closest to the completion of training. \""
"Hallion" "Murphy" "Regular" "10.1016/j.brat.2007.01.007" 2007 "Behaviour Research and Therapy" 138 3.798 54 "article" 0 "0" "Control (c) vs Positive (t) on STAI-State 2, other self-report." NA NA 44 0.64 "g" 0.320346388 "Table 4. Effect size  Table 3 anticipated axiety  (z = 0.307288989375487). Table 4, STAI after training (z = -0.322456609121131 ). Mean of both effects is total effect. STAI was reversed since treatment scores lower." "22" "22" 44 "2.55 / 38.18" "3.32 / 32.1" "0.8 / 7.06" "1.55 / 11.04" "z" "0.31487279924830902" 0.314872799248309 -0.00547358875169096 0 3 0 NA "Not clear if anticipated anxiety is the other-self report anxiety measure in this case."
"Hallion" "Schmidt" "Outlier" "10.1037/a0013643" 2009 "Journal of Abnormal Psychology" 151 5.538 54 "article" 0 "0" "Placebo control (c) vs Attention training (t) on STAI-T, SPAI, LSAS, BSPS BDI-II, posttreatment." NA NA 36 2.1 "g" 0.932650772 "Table 2. Mean of LSAS, BSPS, SPAI, STAI-T and BDI-II at posttreatment. Fischer's z respectively = -0.279564883955243, -0.347240782690275, -0.293943999881993, -0.288377564545551, -0.0361038121043798. Effect size reversed since treatment scores lower on all, so all effects should be positive according to MA." "18" "18" 36 "78.04 / 42.51 / 102.49 / 51.28 / 17.13" "68.51 / 35.07 / 92.47 / 48.65 / 16.39" "17.0978419690907 / 10.564175310927 / 16.8857099347348 / 4.53962553521763 / 10.2671904628287" "16.5462986797652 / 10.4368960903134 / 16.71600430725 / 4.45477272147525 / 10.2247640559575" "z" "0.24904620863548799" 0.249046208635488 -0.683604563364512 3 1 0 NA "MA used SEs as SDs"
"Hallion" "Yiend" "Regular" "10.1016/j.brat.2004.06.007" 2005 "Behaviour Research and Therapy" 138 3.798 54 "article" 0 "2" "Negative (c) vs Positive (t) on STAI-T and STAI-S." NA NA 24 0.15 "g" 0.077600665 "Mean of STAI-State time 2 (table 2) and STAI-trait final scores (in text). Page 791. \"3. Final trait scores were 33.6 (s.d. 11.1) and 36 (s.d. 7.2) for positive and negative groups, respectively, showing that neither group changed significantly across the experimental session, all p’s.\" Fisher's z respectively = -0.0315494577705812 / -0.127917934549217. Mean is total effect. Both effects reversed since treatment scores lower." "12" "12" 24 "30.9 / 36" "30.4 / 33.6" "7.3 / 7.2" "8.5 / 11.1" "z" "7.9733696159899295E-2" 0.0797336961598993 0.0021330311598993 0 0 0 NA NA
"Ihle" "Acevedo" "Regular" "10.1203/PDR.0b013e3181cb8e68" 2010 "Pediatric Research" 117 2.761 44 "article" 0 "0" "E4- (c) vs E4+ (t) on Conner’s Continuous Performance Test; Spatial Span (forward and backward); Dot Location Test; Memory Island; Family Pictures; Wechsler Abbreviated Scale of Intelligence (vocabulary and block design)." 38 12 50 0.27 "d" 0.115058411 NA "38" "12" 50 NA NA NA NA "d" "0.27" 0.115058411 0 0 2 0 NA "Only output given for WASI (voc+block), Dot location and family pictures. Missing information on Memory Island in comparison group. Results from MA copied."
"Ihle" "Bloss" "Regular" "10.1016/j.neurobiolaging.2008.05.021" 2010 "Biological Psychiatry" 142 11.212 94 "article" 0 "0" "E2+ and e3/3 (c) vs E4+ (t) on California Achievement Test; Rey Complex Figure Test (copy condition)." 113 32 145 0.01 "d" 0.005 "We calculated the effect of e2+ and e4+ for all 5 outcomes (RCFT-CC, Math, Language, Reading, Spelling, in table 2): z = 0.254093148156753; -0.142060664022452; -0.145811974010642; -0.102391933109275; -0.0359323541994117. Then, we calculated the effect of e3+ and e4+ for all 5 outcomes: z = 0.0704201695792402; -0.0296337239027265; -0.0238646978582543; -0.0133439622399895; -0.00465456795217405. Mean of all is total effect: -0.0173180559558933. N of treatment group divided by two because used twice in the analyses. All effect sizes for control groups calculated with N = 56.5 (113 /2), since primary article is unclear what the N is for seperate control groups. Since two control groups are used, the total N remains 113." "113" "16" 129 "45.32 / 52.58 / 67.67 / 62.68 / 70.86 / 66.02 / 69.62 / 65.86 / 66.52 / 63.19" "54.56 / 61.43 / 64.79 / 65.25 / 64.96" "16.19 / 12.32 / 17.78 / 20.15 / 16.46 / 21.80 / 18.31 / 19.88 / 15.60 / 19.11" "8.74/ 19.48 / 19.71 / 15.06 / 24.95" "z" "-1.7318055955893273E-2" -0.0173180559558933 -0.0223180559558933 1 1 16 "Reported N in MA too large" "This is a good example of multiverse: different ways to calculate effects (combine first, effect size calculation first)."
"Ihle" "Filippini" "Regular" "10.1073/pnas.0811879106" 2009 "Proceedings of the National Academy of Sciences of the United States of America" 604 9.423 NA "article" 0 "0" "E4- (c) vs E4+ (t) on memory test." 18 18 36 0.06 "d" 0.03 "Table 1. Global performance of memory task. Odds ratio calculated: control event 0.838, nonevent 0.162, treatment event 0.844, nonevent 0.156. OR = 1.04589682." "18" "18" 36 NA NA NA NA "OR" "1.0458968239397834" 0.0123700500068908 -0.0176299499931092 0 0 0 NA NA
"Ihle" "Jorm" "Regular" "10.1037/0894-4105.21.1.1" 2007 "Neuropsychology" 100 2.879 39 "article" 0 "0" "E4-E4- (c) vs E4+E4+ and E4+E4- (t) on Digits Backwards Subtest of the Wechsler Memory Scale; Spot-the-Word Test; California Verbal Learning Test (immediate and delayed recall); Symbol-Digit Modalities Test; Reaction Time (simple and choice rt). Age group 20-24." 1524 573 2097 0.01 "d" 0.004456254 "We calculated the effect of e+e+ (treatment, N = 56) and e-e- (control, N = 762) for all seven effects in table 2, respectively: z = -0.0195771634213208, z = 0.0280030343682702, z = 0.0392507732808579, z = 0.0353976516171156, z = 0.0224412343578803, z = -0.0246841518199234, z = 0.00772570850125339. Then, we calculated the effect for e+e- (treatment, N = 517) and e-e- (control, N = 762), respectively: z = 0.0178345108553216, z = -0.0341053350763052, z = -0.0330938665124998, z = -0.00213930844610976, z = 0.0302772751781297,  z = -0.0160366672607958, z = -0.014688935642381. Mean of these 14 effects is the mean effect. The N of the control group is divided by two (total N = 1564) since it is used twice in the calculations. The N of the two treatment groups is combined" "762" "573" 1335 "63.82 / 8.08 / 7.34 / 5.36 / 47.67 / 219 / 266" "64.6 / 8.32 / 7.71 / 5.68 / 48.13 / 216 / 267 / 64.19 / 7.93 / 7.18 / 5.35 / 47.99 / 218 / 265" "10.05 / 2.17 / 2.36 / 2.31 / 5.21 /31 / 33" "10.21 / 2.08 / 2.64 / 1.86 / 4.68 / 26 / 28 / 10.37 / 2.14 / 2.39 / 2.27 / 5.15 / 30 / 34" "z" "5.4113633444381097E-3" 0.00541136334443811 0.00095510934443811 0 0 762 "Reported N in MA too large" NA
"Ihle" "Luciano" "Regular" "10.1037/a0014780" 2009 "Psychology and Aging" 114 2.725 40 "article" 0 "0" "E4- (c) vs E4+ (t) on Moray House Test" 668 279 947 0.03 "d" 0.013675653 "Table 1." "700" "292" 992 "64.95" "64.650000000000006" "7.6" "7.79" "z" "-1.785689162546936E-2" -0.0178568916254694 -0.0315325446254694 1 1 -45 "Reported N in MA too small" "In MA: positive values of d indicate better cognitive performance of APOE e4 +. Moray House Test looks like positive values = better performance, so negative effect = better score by 4-, control which is accurate."
"Ihle" "Marchant" "Regular" "10.1038/npp.2009.214" 2010 "Neuropsychopharmacology" 174 6.399 74 "article" 0 "0" "e3 (c) vs e4 (t) on Spatial Working Memory Task; Verbal Fluency Task; Rapid Visual Information Processing; Decision-making Ability (card sorting); Prospective Memory Task; Immediate Verbal Free Recall; National Adult Reading Test." 32 27 59 0.37 "d" 0.183306206 NA "32" "27" 59 NA NA NA NA "z" "0.183306206" 0.183306206 0 0 2 0 NA "The dfs for verbal fluency do not correspond to MA effect  (\"There was no main effect of genotype for overall performance on the 60-s task (t(22)=1.72\"), none of the other statistics refer to effects that could be meant by the MA authors. For Rapid Visual Information Processing, none of the results stated give an overall difference between the two groups, so again not enough information. As such, we copied the entire effect size."
"Ihle" "Puttonen" "Regular" "10.1159/000071827" 2003 "Neuropsychobiolog" 70 1.763 25 "article" 0 "0" "E4- (c) vs E4+ (t) on Mental Arithmetic Task; Choice Deadline Reaction Time Task" 37 20 57 0.29 "d" 0.137962853 "Table 1. Reaction time has SD = 0, so could not calculate an effect size." "37" "20" 57 NA NA NA NA "d" "0.28999999999999998" 0.137962853 0 0 2 0 NA "Also unclear which of the three options for mental arithmatic were chosen by the MA. Effect copied because not enough info available to calculate the effect."
