"meta" "author" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc" "mt" "sdc" "sdt" "efftypenew" "effestnew" "znew" "disc" "disccat" "info" "ndisc" "macomm" "comm2"
"de Wit" "Hinds" "0" "Correlation between interpersonal conflict and performance" NA NA 35 -0.12 "r" -0.120581028408444 "Table 2." NA NA 35 NA NA NA NA "r" -0.12 -0.120581028408444 0 0 0 0 NA NA
"de Wit" "Janssen" "0" "Correlation between person conflict and decision quality" NA NA 102 -0.51 "r" -0.562729769352149 "Table 1." NA NA 102 NA NA NA NA "r" -0.51 -0.562729769352149 0 0 0 0 NA NA
"de Wit" "Jehn" "0" "Correlation between relationship conflict and performance" NA NA 53 0.22 "r" 0.223656109021832 "Table 4." NA NA 53 NA NA NA NA "r" 0.22 0.223656109021832 3.88578058618805e-16 0 0 0 NA NA
"de Wit" "Jordan" "0" "Correlation between relationship conflict and performance-team" NA NA 108 -0.13 "r" -0.130739850028878 "Table 2." NA NA 108 NA NA NA NA "r" -0.13 -0.130739850028878 -3.88578058618805e-16 0 0 0 NA NA
"de Wit" "Konradt" "0" "Cprrelation between relationship conflicts and team performance" NA NA 40 -0.25 "r" -0.255412811882995 "Table 2." NA NA 40 NA NA NA NA "r" -0.25 -0.255412811882995 0 0 0 0 NA NA
"de Wit" "Langfred" "Aggregated over time 1 and 2" "Correlation between relationship conflict and performance" NA NA 31 -0.4 "r" -0.423648930193602 "Table 1. Correlation performance time 3 with relationship conflict time 1 (r = -.41) and relationship conflict time 2 (r = -.39). Mean is total effect." NA NA 31 NA NA NA NA "r" -0.4 -0.423648930193602 0 0 0 0 NA NA
"de Wit" "Li" "0" "Correlation between emotional conflict and performance" NA NA 71 -0.42 "r" -0.447692023527421 "Table 2. Correlation between emotional conflict and subsequent performance, 2003." NA NA 71 NA NA NA NA "r" -0.42 -0.447692023527421 0 0 0 0 NA NA
"de Wit" "Mannes" "1" "Correlation between mean relationship conflict and performance" NA NA 73 0.11 "r" 0.110446915790097 "Table 4." NA NA 73 NA NA NA NA "r" 0.11 0.110446915790097 1.94289029309402e-16 0 0 0 NA NA
"de Wit" "Mohammed" "Aggregated over time 1 and 2" "Correlation between relationship conflict and team project scores" NA NA 45 0.16 "r" 0.161386696131526 "Table 1. Correlation team project scores with  relationship conflict time 1 (r = .12) and relationship conflict time 2 (r = .2). Mean is total effect." NA NA 45 NA NA NA NA "r" 0.16 0.161386696131526 -4.9960036108132e-16 0 0 0 NA NA
"de Wit" "Mortensen" "0" "Correlation between affective conflict and performance" NA NA 43 -0.52 "r" -0.576339754969193 "Table 1." NA NA 43 NA NA NA NA "r" -0.52 -0.576339754969193 0 0 0 0 NA NA
"de Wit" "Nibler" "0" "Correlation between relationship conflict and group effectiveness" NA NA 50 -0.2 "r" -0.202732554054082 "In text, p. 624." NA NA 50 NA NA NA NA "r" -0.2 -0.202732554054082 0 0 0 0 NA "n comes from combining the two groups in the study"
"de Wit" "Stalmeijer" "0" "Correlation between relational conflict and quality of education" NA NA 21 -0.3 "r" -0.309519604203112 "Table 3. Correlation relational conflict 13 - 26. Mean is total effect." NA NA 21 NA NA NA NA "r" -0.375714285714286 -0.247049233396656 0.0624703708064557 2 3 0 NA "Unclear what MA use as their performance variable. Sample size indicates that both groups should be used."
"de Wit" "Thatcher" "0" "Correlation between relationship conflict and group performance" NA NA 79 -0.64 "r" -0.758173744684044 "Table 4." NA NA 79 NA NA NA NA "r" -0.64 -0.758173744684044 0 0 0 0 NA NA
"de Wit" "Tjosvold" "0" "Correlation between relational confilct and team effectiveness by managers" NA NA 186 -0.06 "r" -0.0600721559210317 "Table 1." NA NA 186 NA NA NA NA "r" -0.06 -0.0600721559210317 0 0 0 0 NA NA
"de Wit" "Van Woerkom" "0" "Correlation between relationship conflict and team performance" NA NA 84 -0.32 "r" -0.331647108705132 "Table 1." NA NA 84 NA NA NA NA "r" -0.32 -0.331647108705132 0 0 0 0 NA NA
"de Wit" "Vosdosek" "0" "Correlation between relationship conflict and perceived performance" NA NA 76 -0.42 "r" -0.447692023527421 "Table 1." NA NA 76 NA NA NA NA "r" -0.42 -0.447692023527421 0 0 0 0 NA NA
"de Wit" "Wakefield" "0" "Correlation between relational confilct and team performance" NA NA 23 -0.22 "r" -0.223656109021832 "Table 2." NA NA 23 NA NA NA NA "r" -0.22 -0.223656109021832 -3.88578058618805e-16 0 0 0 NA NA
"de Wit" "Wilkens" "0" "Correlation between conflict behavior and group performance" NA NA 8 0 "r" 0 "In-text, p. 518. \"..conflict behavior were not related to group performance.\"" NA NA 8 NA NA NA NA "r" 0 0 0 0 0 0 NA NA
"de Wit" "Zhu-Shaw" "2" "Correlation between relationship conflict and team performance" NA NA 103 -0.06 "r" -0.0600721559210317 "Table 3." NA NA 127 NA NA NA NA "r" -0.06 -0.0600721559210317 0 0 0 -24 NA NA
"Else-quest" "Chow" "0" "females (c) (vs). Males (t) on pride in job" 113 100 213 -0.31 "d" -0.154100416 "Table 2." "113" "100" 213 "3.44" "3.7" NA NA NA NA -0.154100416 0 0 2 0 NA "SDs are missing from primary articles, presuming personal correspondence by MA authors."
"Else-quest" "Denham" "0" "females (c) (vs). Males (t) on national pride" 1414 1114 2528 0.09 "d" 0.044667159 "In-text, p. 464. Chi-square test." "1414" "1114" 2528 NA NA NA NA "chisquare" 5.624 0.0472015747625177 0.00253441576251766 0 0 0 NA NA
"Else-quest" "Goetz" "0" "females (c) (vs). Males (t) on pride" 742 945 1687 0.17 "d" 0.084282546 NA "742" "945" 1687 NA NA NA NA NA NA 0.084282546 0 0 2 0 NA NA
"Else-quest" "Guimon" "0" "females (c) (vs). Males (t) psychiatric sample on beta pride" 44 35 79 -0.25 "d" -0.123869174 NA "44" "35" 79 NA NA NA NA NA NA -0.123869174 0 0 2 0 NA NA
"Else-quest" "Lam" "0" "females (c) (vs). Males (t) on ethnic pride" 46 91 137 -0.13 "d" -0.061354999 "Table 1., ethnic pride." "46" "91" 137 "4.5199999999999996" "4.4000000000000004" "0.86" "0.99" "d" -0.126495791522813 -0.0597031365679415 0.00165186243205849 0 0 0 NA NA
"Else-quest" "Lee" "0" "females (c) (vs). Males (t) on ethnic pride" 39 43 82 -0.26 "d" -0.129483118 NA "39" "43" 82 NA NA NA NA NA NA -0.129483118 0 0 2 0 NA NA
"Else-quest" "O'Connor" "0" "females (c) (vs). Males (t) on beta pride" 37 73 110 0.15 "d" 0.070810554 "Table 1." "37" "73" 110 "19.649999999999999" "20.100000000000001" "2.72" "3.18" "d" 0.148298291339146 0.0700085449897156 -0.000802009010284391 0 0 0 NA NA
"Else-quest" "Pekrun" "1" "females (c) (vs). Males (t) on pride" 115 72 187 0.47 "d" 0.226754568 "In-text, p. 588. F-statistic following \"Again, there was a gender effect,\"" "115" "72" 187 NA NA NA NA "F" 11.38 0.244253372672748 0.0174988046727483 0 0 0 NA NA
"Else-quest" "Pollman" "1" "females (c) (vs). Males (t) on national pride" 113 45 158 0.35 "d" 0.157313727 NA NA NA 158 NA NA NA NA NA NA 0.157313727 0 0 2 0 NA NA
"Else-quest" "Share-Pour" "0" "females (c) (vs). Males (t) on ethnic pride" 60 70 130 0.51 "d" 0.25158211 "Table 1, correlation between gender and ethnic pride" "61" "70" 131 NA NA NA NA "r" 0.25 0.255412811882995 0.00383070188299534 0 3 -1 NA "Primary article does not specify what gender is 0 and what is 1, it is unclear hwo the MA decided what direction the effect was in."
"Else-quest" "Sorek" "16" "females (c) (vs). Males (t) on pride" 500 458 958 -0.15 "d" -0.074857955 NA NA NA 958 NA NA NA NA NA NA -0.074857955 0 0 3 0 NA "Not clear what effects are indicated, and not enough information to calculate effects. Sample sizes copied from MA."
"Else-quest" "Sorek" "23" "females (c) (vs). Males (t) on pride" 651 577 1228 0.07 "d" 0.034929291 NA NA NA 1228 NA NA NA NA NA NA 0.034929291 0 0 3 0 NA NA
"Else-quest" "Sorek" "25" "females (c) (vs). Males (t) on pride" 880 589 1469 -0.12 "d" -0.058777133 NA NA NA 1469 NA NA NA NA NA NA -0.058777133 0 0 3 0 NA NA
"Else-quest" "Sorek" "27" "females (c) (vs). Males (t) on pride" 513 632 1145 0.2 "d" 0.099295212 NA NA NA 1145 NA NA NA NA NA NA 0.099295212 0 0 3 0 NA NA
"Else-quest" "Sorek" "4" "females (c) (vs). Males (t) on pride" 874 567 1441 -0.1 "d" -0.048832693 NA NA NA 1441 NA NA NA NA NA NA -0.048832693 0 0 3 0 NA NA
"Else-quest" "Sorek" "6" "females (c) (vs). Males (t) on pride" 587 593 1180 -0.2 "d" -0.099832793 NA NA NA 1180 NA NA NA NA NA NA -0.099832793 0 0 3 0 NA NA
"Else-quest" "Stoeber" "0" "females (c) (vs). Males (t) on state pride" 75 46 121 0.18 "d" 0.087266107 NA "75" "46" 121 NA NA NA NA NA NA 0.087266107 0 0 2 0 NA "\"State pride\" from the primary article appears to correspond to \"beta pride\" in the MA and \"proness to pride\" in the primary article to \"alpha pride\". We are thus interested in \"state pride\"."
"Else-quest" "Tracy" "7, sample A" "females (c) (vs). Males (t) on authenthic pride" 235 127 362 0.15 "d" 0.071523419 NA "235" "127" 362 NA NA NA NA NA NA 0.071523419 0 0 2 0 NA NA
"Else-quest" "Williams" "2" "females (c) (vs). Males (t) on pride" 19 10 29 0.36 "d" 0.170288131 NA "19" "10" 29 NA NA NA NA NA NA 0.170288131 0 0 2 0 NA "Sample sizes copied from MA."
"Else-quest" "Wills" "0" "females (c) (vs). Males (t) on black pride" 351 312 663 -0.06 "d" -0.029943577 NA "351" "312" 663 NA NA NA NA NA NA -0.029943577 0 0 2 0 NA "Sample sizes copied from MA."
"Farber" "Bachelor" "0" "Correlation between TWFR and global rating scale supervisors" NA NA 47 0.49 "r" 0.536060337 "Table 4. Square root of R-squared for TWFR with Global rating  scale supervisors" NA NA 47 NA NA NA NA "r" 0.489897948556636 0.535926049561052 -0.000134287438947833 0 3 0 NA "Independent variable chosen because \"studies that looked at positive regard as a component of other predictor variables (e.g., empathy or the therapeutic alliance)…...were not included in the analysis. Dependent because good fit with reported effect size."
"Farber" "Conte" "0" "Correlation between accepted me and therapist global PORS discharge" NA NA 138 0.29 "r" 0.298566264 "Table 1. Correlation inversed to be in the right direction, see table note." NA NA 138 NA NA NA NA "r" 0.23 0.234189466759367 -0.0643767972406332 2 3 0 NA NA
"Farber" "Cramer" "0" "Correlation between acceptance and progress" NA NA 37 0.37 "r" 0.3884231 "Table 1. Correlation Acceptance 2 with progress C2 (r = .45) and with progress T2 (r= -.1). Correlation acceptance 6 with progress C6 (r= .49) and with progress T6 (r = .45). Mean is total correlation." NA NA 37 NA NA NA NA "r" 0.3225 0.334434805489299 -0.0539882945107008 1 3 0 NA "Empathy not used because: \"studies that looked at positive regard as a component of other predictor variables (e.g., empathy …..were not included in the analysis.\""
"Farber" "Eckert" "0" "Correlation between warmth and gain" NA NA 77 0.35 "r" 0.365443754 "Table 1. Correlation warmth with rated gain (r = .44) and raw gain (r = .17). Mean is total effect." NA NA 77 NA NA NA NA "r" 0.305 0.315023237096001 -0.0504205169039992 1 3 0 NA NA
"Farber" "Hayes" "0" "Correlation between positive regard and outcome" NA NA 32 0.31 "r" 0.320545409 "Table 2. Correlation support and stabilization with Global adjustment." NA NA 30 NA NA NA NA "r" 0.29 0.298566263660178 -0.0219791453398216 1 3 2 NA NA
"Farber" "Henry" "0" "Poor outcome group (c) vs. good outcome group on affirnming/understanding" NA NA 14 0 "r" 0 "Table 2. Affirming/understanding, difference between good outcome group and poor outcome group." "7" "7" 14 NA NA NA NA "r" 0 0 0 0 3 0 NA "Presuming MA has taken the no statistical differences on the relevant outcome variable and interpreted as a zero effect."
"Farber" "Najavits" "0" "Less effective group (c) vs. more effective group on affirm/understand" NA NA 12 0.75 "r" 0.972955075 "Table 2. Affirm/understand, difference between more and less effective group." "5" "7" 12 NA NA NA NA "t" 4.99 1.16129254974995 0.18833747474995 3 1 0 NA "I used the reported result for \"outcome\" (which is what MA is looking at) and positive regard rather than length of stay."
"Farber" "Quintana" "0" "Cannot find outcome variable" NA NA 48 0.02 "r" 0.020002667 NA NA NA 48 NA NA NA NA NA NA 0.020002667 0 0 3 0 NA "Results copied from MA"
"Farber" "Rabavilas" "0" "Unimproved patients (c) vs. Improved patients (t) on warmth" NA NA 36 0.09 "r" 0.090244188 "Table 1." "23" "13" 36 NA NA NA NA "chisquare" 0.29 0.0899949211229421 -0.000249266877057952 0 3 0 NA "Not clear why acceptance should not be included."
"Farber" "Sells" "0" "Correlation between positive regard and treatment motivation - psychiatric problems" NA NA 83 0.33 "r" 0.342828254 "Table 4. Square root of R-squared." NA NA 83 NA NA NA NA "r" 0.3 0.309519604203112 -0.0333086497968882 1 1 0 NA "MA has reported df as N."
"Farber" "Williams" "0" "Correlation between caring/involved and BAT improvement" NA NA 33 0.2 "r" 0.202732554 "Table 1." NA NA 31 NA NA NA NA "r" 0.3 0.309519604203112 0.106787050203112 3 3 2 NA "caring/involved = \"warmth, respectfulness, interest, empathy, encouraging approach, tolerance, congruence, and being liked by the client\"."
"Fischer" "Barron" "0" "single (c) vs. Quintuple institutional (t) on helpfulness" 35 74 109 -0.176 "g" -0.0826615603115634 "Table 1. Odds ratio calculations based on No response/response (not helpful) vs. helpful response/very helpful response" "35" "74" 109 NA NA NA NA "OR" -0.176140805051664 -0.0827562495064995 -9.46891949360901e-05 0 0 0 "MA halves the control n because the control group is used to calculate two effect sizes" NA
"Fischer" "Blair" "0" "Alone/1 other (C) vs. Larger groups on assistance" 200 200 400 -0.601 "g" -0.296695563709156 "Table 1. Odds ratio calculations, alone/1 other as control, 14 others/49 others as treatment group. Level of assistance none is non-event, other categories taken together is event. (treated events = 28, treated nonevents = 172, control events = 71, control nonevents = 129)" "200" "200" 400 NA NA NA NA "OR" 0.295774647887324 -0.329791925777959 -0.0330963620688029 1 3 0 NA NA
"Fischer" "Campbell" "0" "high responsibility (c) vs. Low responsibility on helper scores" 12 12 24 -0.673 "g" -0.341822299222101 "Table 1. High need, short hair." "12" "12" 24 "4.83" "2.96" "2.83" "2.63" "z" -0.335908553083698 -0.335908553083698 0.00591374613840329 0 0 0 NA NA
"Fischer" "Chekroun" "2" "Single person (c) vs. Three-person groups on social control" 18 22 40 0.842 "g" 0.415336104019931 "In-text, p. 860. Odds ratio calculated, based on 77.27% events treatment group, 41.70% events non-treatment group. Sample size from figure 1, bottom part." "18" "22" 40 NA NA NA NA "OR" 4.75273911974688 0.415473531987863 0.000137427967932313 0 0 0 "MA halves the control n because the control group is used to calculate two effect sizes" NA
"Fischer" "Clark" "1" "Alone (c) vs. Five-person groups on intervention" 10 20 30 0.111 "g" 0.0537535090859366 "Table 2. High ambiguity. Odds ratio calculated between Alone (30% events) and Five-person group (40% events)." "20" "10" 30 NA NA NA NA "OR" 1.55555555555556 0.114580978109685 0.0608274690237482 2 1 0 "Note, MA has inverted control and experimental groups" NA
"Fischer" "Fischer" "1" "Alone/low danger (c) vs. Bystander/low danger (t) on helping response" 24 17 41 -1.497 "g" -0.694799410495334 "Table 1. Odds ratio calculated, alone (50% events) vs bystander (5.9% events)." "24" "17" 41 NA NA NA NA "OR" 0.0626992561105207 -0.702802852397312 -0.0080034419019781 0 0 0 NA "Sample sizes copied from MA."
"Fischer" "Gaertner" "0" "Alone (c) vs. Together (t) on helping behavior" 10 10 20 -2.019 "g" -0.919071903373584 "Table 1. Black victim. Odds ratio calculated, alone (10 events, 0 nonevents) vs. Together (3 events, 7 nonevents). Because there are zero events in one cell, 1/2 was added to each cell to avoid error." "10" "10" 20 NA NA NA NA "OR" 0.0222222222222222 -0.915850325706725 0.00322157766685904 0 0 0 NA NA
"Fischer" "Gaertner Dovidio" "0" "Alone (c) vs.presence of others (t) on helping behavior" 16 16 32 -1.735 "g" -0.801367193255758 "Table 1. Black victim. Odds ratio calculated, alone (93.8% events) vs. Together (37.5% events)." "16" "16" 32 NA NA NA NA "OR" 0.0396588486140725 -0.801184496457148 0.00018269679861016 0 0 0 NA NA
"Fischer" "Gottlieb" "0" "Alone (c) vs. Together (t) on time to reaction" 60 60 120 -0.377 "g" -0.188588466451812 "In-text, p. 12. Z-value following \".. Bystanders who witnessed the emergency together with another participant exited their room significantly more slowly than those who were alone\".  Effect converted to a Fisher's z and inversed to be in the right direction" "60" "60" 120 NA NA NA NA "Z-value" 2.13 -0.196949090936331 -0.00836062448451902 0 0 0 NA "All reported effects appear to be considerably larger than those reported in the MA"
"Fischer" "Horowitz" "0" "Alone (c) vs. Subject and three bystanders (t) on intervention scores" 10 10 20 -0.595 "g" -0.305834940466549 "Table 1. Service group membership, norm salient. Scores inversed (7 - score) when calculating the z-value so that a higher score indicate faster help, see table note." "10" "10" 20 "3.8" "2.5" "2.94" "2.78" "z" 0.225273653089482 0.225273653089482 0.531108593556031 3 1 0 "MA reports all 4 possible effects as negative from this study, however, based on their values two of the effects in the primary article MUST be in the opposite direction of the other two." NA
"Fischer" "Howard" "0" "Alone (c) vs. Subject and three bystanders (t) on intervention scores" 18 18 36 0 "g" 0 "Table 2. Odds ratio calculated, events in parentheses and totalled across locations, 6 subjects per cell.  Male, alone, no conversation (events = 1 + 1 +1, nonevents = 5 + 5 +5) vs. Male, group, no conversation (events = 0 + 1+ 2, nonevents = 6 + 5 + 4)." "18" "18" 36 NA NA NA NA "OR" 0 0 0 0 0 0 NA NA
"Fischer" "Howard" "0" "Alone (c) vs. Subject and three bystanders (t) on intervention scores" 18 18 36 -0.12 "g" -0.0613251907199926 "Table 2. Odds ratio calculated, events in parentheses and totalled across locations, 6 subjects per cell.  Female, alone, no conversation (events = 4 + 1 + 5, nonevents =2 + 5 + 1) vs. Female, group, no conversation (events = 4 + 1 + 4, nonevents = 2 + 5 + 2)." "18" "18" 36 NA NA NA NA "OR" 0.8 -0.0614740175693383 -0.00014882684934571 0 0 0 NA NA
"Fischer" "Kalafat" "0" "low ambiguity/low diffusion (c) vs. low ambiguity/high diffusion (t) on helping rate" 81 79 160 -1.111 "g" -0.532574421455065 "Table 3. Odds ratio calculated, talk to peer and tell an adult combined as event and ignore/do nothing considered nonevent. Treatment group (event = .76), control group (event = . 96)" "81" "79" 160 NA NA NA NA "OR" 0.31944444444444 -0.532722877045656 -0.000148455590591179 0 0 0 NA NA
"Fischer" "Karakashian" "0" "non-social condition (c) vs. social condition (t) on helping behavior" 41.5 41.5 83 -0.775 "g" -0.381789811093811 "In-text, p. 23. Odds ratio following the texxt \"Condition was also found to be a clear predictor of helping behavior,\". Z-score inverted to be in the right direction." "41.5" "41.5" 83 NA NA NA NA "OR" 2.86 -0.285768757448429 0.096021053645382 3 1 0 NA "Full sample size divided into equal halves for calculations."
"Fischer" "Latane" "0" "Alone (c) vs.groups of three (t) on helping rates" 12 8 20 -0.839 "g" -0.416969684781936 "Abstract. Odds ratio calculated, alone (events = .75) vs. groups of three (events = .38)" "12" "8" 20 NA NA NA NA "OR" 0.204301075268817 -0.416782432386623 0.000187252395312698 0 0 0 NA "MA halves the control n because the control group is used to calculate two effect sizes"
"Fischer" "Lewis" "0" "Alone (c) vs. Plus 49 (t) on helping" 49 134 183 0.89 "g" 0.386064576710538 "Table 1. Odds ratio, alone (event = .2276), plus 49 (events = .2985), which gives (z = 0.101045379866549). Table 3, reanalysis with plausible data (z = 0.488917717300371). Mean is total effect." "49" "134" 183 NA NA NA NA "z" 0.29498154858346 0.29498154858346 -0.091083028127078 2 3 0 "MA takes 1/3 the control n because the control group is used to calculate three effect sizes" "MA reporst using a combined dependent variable (i.e., helping response and response latencies, p. 522). However, unclear what data they use from table 3, \"initial analysis with all data\" or \"reanalysis with plausible data\". Neither arrives at the correct result."
"Fischer" "Schwartz" "0" "Alone (c) vs. Presence of others (t) on helping rates" 11 13 24 -1.407 "g" -0.673909856908626 "In-text, p. 1193. Odds ratio calculated, \"Ninety-two percent of those who were alone intervened versus 45% of those in the mutually unaware condition\"" "11" "13" 24 NA NA NA NA "OR" 0.0711462450592885 -0.673878426539287 3.14303693389473e-05 0 0 0 NA "Sample size from Figure 1."
"Fischer" "Valentine" "0" "no gaze alone  (c) vs. no gaze paired with a passive (t) on helping rates" 27 27 54 -0.751 "g" -0.372357633059198 "In-text, p. 200. Odds ratio calculated, alone (events = 33%), compared to paired with passive (events = 11%)" "27" "27" 54 NA NA NA NA "OR" 0.250936329588015 -0.372450599773839 -9.29667146413737e-05 0 0 0 NA NA
"Fischer" "Valentine" "0" "gaze alone  (c) vs.  gaze paired with a passive (t) on helping rates" 28 28 56 0.671 "g" 0.334002803028266 "In-text, p. 200. Odds ratio calculated, alone (events = 57%), compared to paired with passive (events = 82%)" "28" "28" 56 NA NA NA NA "OR" 3.43664717348928 0.334058761556426 5.59585281595942e-05 0 0 0 NA NA
"Fischer" "Voelpel" "0" "small group (c) vs. Large group (t) on helping rate" 28 68 96 -0.268 "g" -0.122489791645708 "In-text, p. 282.  Odds ratio calculated, small group (events = 34%) vs. Larg group (events = 24%)." "29" "68" 97 NA NA NA NA "OR" 0.613003095975232 -0.123209765993984 -0.000719974348276226 0 0 -1 "MA takes 1/3 the control n because the control group is used to calculate three effect sizes." NA
"Fox" "Bower" "0" "nonverbalization (c) vs. Verbalization (t)" NA NA 36 0.46 "r" 0.497311288 "In-text, p. 454. F-value following \"made significantly fewer error than the others\"" "18" "18" 36 NA NA NA NA "F" 6.51 0.413371491183228 -0.0839397968167724 2 1 0 NA NA
"Fox" "Chrysikou" "1+2" "nonverbalization (c) vs. verbalization (t)" NA NA 49 0.33 "r" 0.342828254 "Table 2 for treatment data; the coffee cup problem, DFC, total designs. Table 7 for control group data; the coffee cup problem, DFC, total designs." "20" "29" 49 "1.7" "2.4500000000000002" "0.73" "1.3" "z" 0.327539627580103 0.327539627580103 -0.015288626419897 0 0 0 NA NA
"Fox" "Cooney" "0" "No report (c) vs. Concurrent report (t) on proportion correct solutions" NA NA 9 0.26 "r" 0.266108407 "Table 5. Mean across subjects (control: 734444444444445% events, treatment: 797777777777778% events). used for odds ratio calculations." "4.5" "4.5" 9 NA NA NA NA "OR" 1.42642682582168 0.0977527017817262 -0.168355705218274 3 1 0 NA NA
"Fox" "Cote" "1+2" "Experiment 2 (c) vs. Experiment 2 (t) on probability of recall" NA NA 24 0.45 "r" 0.484700279 "Table 5. Sixt-grade recall, harder passage." "12" "12" 24 "8.3000000000000004E-2" "0.188" "0.1" "0.11" "z" 0.480705583577312 0.480705583577312 -0.00399469542268777 0 0 0 NA NA
"Fox" "DeShon" "0" "computer nonverbalization (c) vs. Computer verbalization (t) on performance" NA NA 77 -0.27 "r" -0.276863823 "In-text, p. 145-146." "35" "42" 77 "20.309999999999999" "17.12" "5.79" "5.57" "z" -0.276074337605406 -0.276074337605406 0.00078948539459428 0 0 0 NA NA
"Fox" "Dickson" "0" "silence (c) vs. Procedural verbalization (t) on % landscape saved" NA NA 40 -0.37 "r" -0.3884231 "Table 2." "20" "20" 40 "57.7" "46.5" "16.2" "11" "z" -0.394154779394545 -0.394154779394545 -0.00573167939454505 0 0 0 NA NA
"Fox" "Fox" "2" "silent (c) vs. TA (t) on Raven's matrices scores" NA NA 30 0.42 "r" 0.447692024 "In-text, p. 199." "15" "15" 30 "1.93" "3.94" "1.64" "2.62" "z" 0.444988787069292 0.444988787069292 -0.0027032369307079 0 0 0 NA NA
"Fox" "Gilhooley" "0" "nonverbalization (c) vs. Verbalization (t) on performance" NA NA 40 -0.03 "r" -0.030009005 NA "20" "20" 40 NA NA NA NA NA NA -0.030009005 0 0 2 0 NA "MA reports emailing primary authors for data, effect size copied. Sample size copied."
"Fox" "Hamel" "1+2+3+4" "Not verbalising (c) vs. Thinking aloud (t) on move attempts" NA NA 68 0.08 "r" 0.080171325 "Table 4.  Calculated effect inversed because fewer moves is better." "24" "44" 68 "368" "331" "249" "206" "z" 0.0795875550829499 0.0795875550829499 -0.0005837699170501 0 0 0 NA NA
"Fox" "Karahasanovic" "0" "SC (c) vs. CTA (t) on correctness and time both tasks" NA NA 16 0.12 "r" 0.120581028 "Table 16, time, mean difference calculated, values to the right (z = 0.220541701804329). Table 17. Odds ratio calculated (z = 0.116340695011536). Average of these is total effect." "7" "9" 16 "120" "138" "25" "51" "z" 0.16397961030885 0.16397961030885 0.04339858230885 1 1 0 NA "Weird stuff. Effect reported as percentage correct in table 17 and cohens d in Table 17/19"
"Fox" "Laing" "0" "listen-through BA (c) vs. Think-aloud BA (t) on questions answered correctly" NA NA 20 0.22 "r" 0.223656109 "Table 5. BA, total listen-through vs. Total think-aloud" "10" "10" 20 "7.6" "8.6" "2.6" "1.8" "z" 0.221784127192558 0.221784127192558 -0.00187198180744239 0 0 0 NA "Total sample size divided in two for control and treatment group sizes."
"Fox" "Laing" "0" "listen-through AR (c) vs. Think-aloud AR (t) on questions answered correctly" NA NA 20 0.56 "r" 0.632833187 "Table 5. AR, total listen-through vs. Total think-aloud" "10" "10" 20 "8.1" "10.5" "2.2000000000000002" "1.2" "z" 0.633887387446435 0.633887387446435 0.00105420044643467 0 0 0 NA "Total sample size divided in two for control and treatment group sizes."
"Fox" "McGeorge" "1" "control set 3 (c) vs. Experimental group set 3 (t)  on performance" NA NA 35 0.33 "r" 0.342828254 "In-text, p. 459. U-test following \"except between the final sets in each group\". Effect inversed to be in the right direction." "15" "20" 35 NA NA NA NA "Mann-whitney U test" 81 0.410351338540441 0.067523084540441 2 1 0 NA NA
"Fox" "Sachs" "1" "reformulation (c) vs. Reformulation + think aloud (t) on % of T-units with change in accuracy" NA NA 15 -0.51 "r" -0.562729769 "In-text, p. 81. Odds ratio calculated with information following \"This percentage is apparently higher\". Treatment group (events = 81.4%) vs. Control group (events = 90%)" "7.5" "7.5" 15 NA NA NA NA "OR" 0.486260454002389 -0.197471169285561 0.365258599714439 3 1 0 NA NA
"Fox" "Sanz" "2" "-TA (c) vs. +TA on grammaticality judgement" NA NA 24 0.41 "r" 0.435611223 "Table 5. Posttest." "13" "11" 24 "7.17" "9.69" "3.01" "2.56" "z" 0.4325291109794 0.4325291109794 -0.00308211202059999 0 0 0 NA NA
"Fox" "Schooler" "4" "No verbalization (c) vs. Verbalization (t) on number of problems solved" NA NA 80 -0.38 "r" -0.40005965 "In-text, p. 176. F-value following the text \"...solved significantly fewer problems than those in the no verbalization (control) conditions\". Effect inversed to be in the right direction." "40" "40" 80 NA NA NA NA "F" 12.482 -0.385388944086563 0.014670705913437 0 0 0 NA "Exact sample sizes in control and treatment conditions unclear, total sample sized divided in two."
"Fox" "Schweiger" "0" "nonprotocol group (c) vs. Protocol group (t) on performance" NA NA 40 0.05 "r" 0.050041729 "Table 1. Effect first calculated for Late financial performance (z = -0.0661996950894404) and then for late market growth performance (z = 0.0759164225299606). Mean is total effect." "20" "20" 40 ".32 / .09" "-0.05 / 0.88" "2.58 / 5.48" "2.99 / 4.9" "z" 0.0048583637202601 0.0048583637202601 -0.0451833652797399 1 1 0 NA "MA indicate in supplement that effect is for \"late in the simulation\" and that they use a composite score. Possibly a zero was missed when they recorded their result."
"Fox" "Short" "2" "Silent DH (c) vs. Think aloud DH (t) on spatial problem solving" NA NA 24 0.17 "r" 0.171666664 "Table 2." "12" "12" 24 "3.92" "4.58" "0.8" "2.6" "z" 0.170728219954601 0.170728219954601 -0.000938444045398834 0 0 0 NA "MA indicates task type as \"visual\" which = spatial"
"Fox" "van den Haak" "0" "concurrent (c) vs. Retrospective (t) think aloud protocols on task performance" NA NA 40 -0.33 "r" -0.342828254 "Table 5. Number of tasks completed successfully." "20" "20" 40 "3.3" "2.6" "1" "1" "z" -0.343221555085944 -0.343221555085944 -0.000393301085943765 0 0 0 NA NA
